""Prd.code (SKU)""	""Company""	""Naam intern""	""Standaard leverancier""	""Productgroep""	""Werksoort""	""Kostenplaats""	""Uursoort""	""Kortingsgroep""	""Valuta""	""Verkoopprijs product (standaard)""
""MSTR5RYCI-LS-ONE""	""MUN""	""Service Level for Model TR5-LS-ONEWAY, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""360,00""
""MSTR5RYCI-LS-REFL""	""MUN""	""Service Level for Model TR5-LS-REFLECTION, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""312,00""
""MSTRITO-D40S""	""MUN""	""Tritosense schuifdop 40mm.""	""""	""ISNN InsightNow Network, non recurring""	""""	""Water""	""""	""""	""""	""7,00""
""MSTT1A-1""	""MUN""	""Model TT1, pipe temperature monitoring station for 1 pipe, with flush detection , non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""89,00""
""MSTT1A-TH""	""MUN""	""Model TT1, pipe temperature monitoring station for 2 pipes, with flush detection, air temperature and humidity, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""""	""""	""""	""""	""119,00""
""MSTT1RYCI-1""	""MUN""	""Service Level for Model TT1, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""7,48""
""MSTT1RYCI-2""	""MUN""	""Service Level for Model TT1, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""8,32""
""MSTT1RYCI-TH""	""MUN""	""Service Level for Model TT1, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""""	""""	""""	""""	""10,00""
""MSTT1RYFS-1""	""MUN""	""Service Level for Model TT1, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""16,02""
""MSTT1RYFS-2""	""MUN""	""Service Level for Model TT1, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""17,82""
""MSTT1RYFS-TH""	""MUN""	""Service Level for Model TT1, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""""	""""	""""	""""	""21,42""
""MSTTR1N-LS""	""MUN""	""Data received from water traffic counting, based on light corridors, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""50,00""
""MSTTR1N-RDR""	""MUN""	""Data received from traffic counting radar, based on AGD radar, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""895,00""
""MSTTR1RY-RDR""	""MUN""	""Data received from traffic counting radar, based on AGD radar, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""60,00""
""MSTTRCN-FNM""	""MUN""	""Portal configuration per meter for import measurements with counting frequency > once per minute, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""""	""""	""""	""""	""25,00""
""MSTTRCRY-FNM""	""MUN""	""Import and processing data with counting frequency of 1 minute or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""""	""""	""""	""""	""300,00""
""MSUP1RHCI-STD""	""MUN""	""Service Level for Model UP1, per 6 months, carry-in""	""""	""ISNRH-CI InsightNow Network, recurring per 6 months""	""""	""""	""""	""""	""""	""24,24""
""MSUP1RYCI-EXT""	""MUN""	""Service Level for Model UP1, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""Noise""	""""	""""	""""	""44,07""
""MSUP1RYFS-EXT""	""MUN""	""Service level for Model UP1, per year, Full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""Noise""	""""	""""	""""	""94,45""
""MSUP1RYOL-EXT""	""MUN""	""Operational Lease for Model UP1, per year""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""Noise""	""""	""""	""""	""99,00""
""MSUP2A-300WH""	""MUN""	""Model UP2, universal accupack for monitoring stations and gateways, capacity 300 Wh, extends battery operation of SPx or NPx by a factor 3 to 4, non-recurring""	""""	""ISNN InsightNow Network, non recurring""	""""	""Noise""	""""	""""	""""	""765,00""
""MSUP2RYCI-300WH""	""MUN""	""Service Level for Model UP2, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""Noise""	""""	""""	""""	""53,64""
""MSUP2RYFS-300WH""	""MUN""	""Service Level for Model UP2, per year, full service""	""""	""ISNRY-FS InsightNow Network, recurring per year, full serv""	""""	""Noise""	""""	""""	""""	""95,36""
""MSWISPN-""	""MUN""	""Watermeetdienst INSIGHTNOW portal periodieke kosten, eenmalig""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""0,00""
""MSWISPRQ-NR""	""MUN""	""Water measurement INSIGHTNOW portal non-recurring costs, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSWISPRQ-RC""	""MUN""	""Water measurement INSIGHTNOW portal recurring costs, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""MSWLSERY-10L10""	""MUN""	""Equipment (LV8 10m range, 10m cable), LTE-M telecom cost, acquire and process data with sample frequency of 1 hour or longer, standard portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""450,00""
""MSWLVLN-FID""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 day or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FIH""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 hour or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FIM""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 minute or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FIS""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 second or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FIW""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 week or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FND""	""MUN""	""Portal configuration per meter, with sample frequency of 1 day or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FNH""	""MUN""	""Portal configuration per meter, with sample frequency of 1 hour or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FNM""	""MUN""	""Portal configuration per meter, with sample frequency of 1 minute or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FNS""	""MUN""	""Portal configuration per meter, with sample frequency of 1 second or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-FNW""	""MUN""	""Portal configuration per meter, with sample frequency of 1 week or longer, full portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""10,00""
""MSWLVLN-LID""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 day or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LIH""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 hour or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LIM""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 minute or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LIS""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 second or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LIW""	""MUN""	""Portal configuration per meter for import measurements with sample frequency of 1 week or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LND""	""MUN""	""Portal configuration per meter, with sample frequency of 1 day or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LNH""	""MUN""	""Portal configuration per meter, with sample frequency of 1 hour or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LNM""	""MUN""	""Portal configuration per meter, with sample frequency of 1 minute or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LNS""	""MUN""	""Portal configuration per meter, with sample frequency of 1 second or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLN-LNW""	""MUN""	""Portal configuration per meter, with sample frequency of 1 week or longer, limited portal functionality, non-recurring""	""""	""ISPN InsightNow Platform, non-recurring""	""""	""Water""	""""	""""	""""	""5,00""
""MSWLVLRM-LNH""	""MUN""	""Acquire and process data with sample frequency of 1 hour or longer, portal functionality, per mpnth""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""37,00""
""MSWLVLRQ-FID""	""MUN""	""Import and process data with sample frequency of 1 day or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""12,00""
""MSWLVLRQ-FIH""	""MUN""	""Import and process data with sample frequency of 1 hour or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""9,52""
""MSWLVLRQ-FIM""	""MUN""	""Import and process data with sample frequency of 1 minute or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""28,50""
""MSWLVLRQ-FIS""	""MUN""	""Import and process data with sample frequency of 1 second or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""37,50""
""MSWLVLRQ-FIW""	""MUN""	""Import and process data with sample frequency of 1 week or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""3,00""
""MSWLVLRQ-FND""	""MUN""	""Acquire and process data with sample frequency of 1 day or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""20,40""
""MSWLVLRQ-FNH""	""MUN""	""Acquire and process data with sample frequency of 1 hour or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""18,56""
""MSWLVLRQ-FNM""	""MUN""	""Acquire and process data with sample frequency of 1 minute or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""36,90""
""MSWLVLRQ-FNS""	""MUN""	""Acquire and process data with sample frequency of 1 second or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""45,90""
""MSWLVLRQ-FNW""	""MUN""	""Acquire and process data with sample frequency of 1 week or longer, full portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""17,40""
""MSWLVLRQ-LID""	""MUN""	""Import and process data with sample frequency of 1 day or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""1,50""
""MSWLVLRQ-LIH""	""MUN""	""Import and process data with sample frequency of 1 hour or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""4,76""
""MSWLVLRQ-LIM""	""MUN""	""Import and process data with sample frequency of 1 minute or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""4,20""
""MSWLVLRQ-LIS""	""MUN""	""Import and process data with sample frequency of 1 second or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""5,40""
""MSWLVLRQ-LIW""	""MUN""	""Import and process data with sample frequency of 1 week or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""2,97""
""MSWLVLRQ-LND""	""MUN""	""Acquire and process data with sample frequency of 1 day or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""6,90""
""MSWLVLRQ-LND""	""MUN""	""Acquire and process data with sample frequency of 1 day or longer, limited portal functionality, per quarter""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""Water""	""""	""""	""""	""6,90""
""MSWLVLRQ-LNH""	""MUN""	""Acquire and process data with sample frequency of 1 hour or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""9,28""
""MSWLVLRQ-LNM""	""MUN""	""Acquire and process data with sample frequency of 1 minute or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""13,92""
""MSWLVLRQ-LNS""	""MUN""	""Acquire and process data with sample frequency of 1 second or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""12,00""
""MSWLVLRQ-LNW""	""MUN""	""Acquire and process data with sample frequency of 1 week or longer, limited portal functionality, per 3 months""	""""	""ISPRQ InsightNow Platform, recurring per 3 months""	""""	""""	""""	""""	""""	""6,30""
""MSWLVLRY-CTD-LNH""	""MUN""	""Acquire and process pressure and conductivity data with sample frequency of 1 hour or longer, portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""72,12""
""MSWLVLRY-FID""	""MUN""	""Import and processing data with sample frequency of 1 day or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""32,40""
""MSWLVLRY-FIH""	""MUN""	""Import and processing data with sample frequency of 1 hour or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""30,00""
""MSWLVLRY-FIM""	""MUN""	""Import and processing data with sample frequency of 1 minute or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""114,00""
""MSWLVLRY-FIS""	""MUN""	""Import and processing data with sample frequency of 1 second or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""150,00""
""MSWLVLRY-FIW""	""MUN""	""Import and processing data with sample frequency of 1 week or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""12,00""
""MSWLVLRY-FND""	""MUN""	""Acquire and process data with sample frequency of 1 day or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""55,20""
""MSWLVLRY-FNH""	""MUN""	""Acquire and process data with sample frequency of 1 hour or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""72,07""
""MSWLVLRY-FNM""	""MUN""	""Acquire and process data with sample frequency of 1 minute or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""162,36""
""MSWLVLRY-FNS""	""MUN""	""Acquire and process data with sample frequency of 1 second or longer, full portal functionality, per year""	""""	""ISPRY InsightNow Platform, recurring per year""	""""	""Water""	""""	""""	""""	""183,60""
