""Volgnr.""	""Debiteur nr.""	""Debiteur""	""Project""	""Intern steekwoord""	""account manager""	""Factuurdatum""	""Periode""	""Tot. vrk. ex. BTW (CC)""	""Tot. vrk. in. BTW (CC)""	""Betaald (CC)""	""Openstaand (CC)""
""VFA2504854""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""10x LV8 4L05 HDSR-> intern uitlevering lease""	""Michelle Klijn""	""11-11-2025""	""2025/11""	""0,00""	""0,00""	""0,00""	""0,00""
""VFA2504853""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""HDSR 1x LV8 20 meter->intern uitlevering lease""	""Jorgen Truijers""	""11-11-2025""	""2025/11""	""0,00""	""0,00""	""0,00""	""0,00""
""VFA2504852""	""DE2500402""	""Gemeente Nissewaard""	""SCA250893 Aanbesteding Nissewaard 85x LV8""	""Aanbesteding Nissewaard-> intern""	""Michelle Klijn""	""11-11-2025""	""2025/11""	""0,00""	""0,00""	""0,00""	""0,00""
""VFA2504851""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240751 Kanaal Almelo - de Haandrik""	""periodieke kosten 12/11-12/11""	""""	""10-11-2025""	""2025/11""	""10.391,04""	""12.573,16""	""12.573,16""	""0,00""
""VFA2504850""	""DE2200311""	""Urban Lighting Innovations GMbH""	""SCA220636 Model NP2 4x""	""periodic costs""	""""	""10-11-2025""	""2025/11""	""2.820,00""	""2.820,00""	""2.820,00""	""0,00""
""VFA2504849""	""DE2200302""	""TU Delft""	""SCA220635 2x NP4 incl. accessoires""	""Periodieke kosten 23/11-23/11""	""""	""10-11-2025""	""2025/11""	""3.297,63""	""3.990,13""	""3.990,13""	""0,00""
""VFA2504848""	""DE1600022""	""PWN Waterleidingbedrijf NH""	""SCA240811 PWN_Verzamelcontract""	""periodieke kosten 14/11-14/11""	""""	""10-11-2025""	""2025/11""	""2.535,55""	""3.068,02""	""3.068,02""	""0,00""
""VFA2504847""	""G0027""	""Omgevingsdienst Haaglanden""	""SCA160016 Gemeente Delft, geluid binnenstad""	""Periodieke kosten 2025""	""Sander den Houdijker""	""10-11-2025""	""2025/11""	""7.932,44""	""9.598,25""	""9.598,25""	""0,00""
""VFA2504846""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA240818 4x LV8 4L05-IBL78201.27""	""periodieke kosten 15/11-15/11""	""""	""10-11-2025""	""2025/11""	""401,80""	""486,18""	""486,18""	""0,00""
""VFA2504845""	""DE2400375""	""Gemeente Venlo""	""SCA240816 1 x SPC""	""Periodieke kosten 7/11-7/11""	""""	""10-11-2025""	""2025/11""	""2.221,34""	""2.687,82""	""2.687,82""	""0,00""
""VFA2504844""	""G0035""	""Gemeente Emmen""	""SCA230713 Upgrade 4x SP4-> 4x NP2""	""Periodieke kosten 30/11-30/11""	""""	""10-11-2025""	""2025/11""	""7.310,99""	""8.846,30""	""8.846,30""	""0,00""
""VFA2504843""	""A0009""	""DMM Consultancy BV""	""SCA230719 1x NP4""	""Periodieke kosten 10/11-10/11""	""""	""10-11-2025""	""2025/11""	""661,51""	""800,43""	""0,00""	""800,43""
""VFA2504842""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA200440 Aanbesteding Zuid Holland-Lease-IBL77940.01""	""factuurjaar 6, termijn 2 (18 jun 2025 - 17 okt 2025)""	""Hans Mulder""	""10-11-2025""	""2025/11""	""22.107,95""	""26.750,62""	""26.750,62""	""0,00""
""VFA2504841""	""DE1700140""	""Gemeente Breda""	""SCA170203 Geluidsmetingen Chasséveld & Breepark""	""periode 27-11-2025 tot 27-11-2026-> in afwachting  Inkoopordernummer""	""""	""22-12-2025""	""2025/11""	""14.196,32""	""17.177,55""	""0,00""	""17.177,55""
""VFA2504840""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""200x LV8 4L05 Vallei en Veluwe""	""Michelle Klijn""	""07-11-2025""	""2025/11""	""67.362,00""	""81.508,02""	""81.508,02""	""0,00""
""VFA2504839""	""A0000""	""Aveco de Bondt B.V.""	""""	""20x Batterij LV7""	""Michelle Klijn""	""07-11-2025""	""2025/11""	""441,80""	""534,58""	""534,58""	""0,00""
""VFA2504838""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""HDSR kwartaalfactuur 11/6-11/9""	""Michelle Klijn""	""07-11-2025""	""2025/11""	""8.224,80""	""9.952,01""	""0,00""	""9.952,01""
""VFA2504837""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""HDSR deellevering 67x 10L10""	""Michelle Klijn""	""07-11-2025""	""2025/11""	""-11.832,20""	""-14.316,96""	""-14.316,96""	""0,00""
""VFA2504836""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""HDSR-lease nalevering 43x+16x dop""	""Michelle Klijn""	""07-11-2025""	""2025/11""	""-6.827,60""	""-8.261,40""	""-8.261,40""	""0,00""
""VFA2504835""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""HDSR-lease 178x div LV8""	""Michelle Klijn""	""07-11-2025""	""2025/11""	""-20.391,60""	""-24.673,84""	""0,00""	""-24.673,84""
""VFA2504834""	""DE2200307""	""Socotec Geotechnics""	""SCA250867 HDSR - 25SP0966 - Lease""	""HDSR-lease aanvulling 18 x LV8 4-5""	""Ron Wittebol""	""07-11-2025""	""2025/11""	""-2.700,00""	""-3.267,00""	""-3.267,00""	""0,00""
""VFA2504833""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""PORTALKOSTEN OKT-> PER 26 NOV -> naar admin""	""Hans Mulder""	""31-10-2025""	""2025/10""	""46.156,56""	""55.849,44""	""0,00""	""55.849,44""
""VFA2504832""	""DE2500402""	""Gemeente Nissewaard""	""SCA250893 Aanbesteding Nissewaard 85x LV8""	""Aanbesteding Nissewaard""	""Michelle Klijn""	""31-10-2025""	""2025/10""	""18.900,00""	""22.869,00""	""22.869,00""	""0,00""
""VFA2504831""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240762 Wiertsema_Verzamelcontract (p.kw.)""	""periodieke kosten 4e kwartaal 2025""	""""	""31-10-2025""	""2025/10""	""9.394,48""	""11.367,32""	""11.367,32""	""0,00""
""VFA2504830""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""periodieke kosten Q4-2025""	""""	""31-10-2025""	""2025/10""	""13.126,04""	""15.882,51""	""15.882,51""	""0,00""
""VFA2504829""	""DE1600038""	""Omgevingsdienst Noordzeekanaalgebied (NZKG)""	""""	""huur 4x SPC+5x GD1-netwerk Damen""	""George Boersma""	""31-10-2025""	""2025/10""	""14.436,50""	""17.468,17""	""17.468,17""	""0,00""
""VFA2504828""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""20xlv8""	""Michelle Klijn""	""31-10-2025""	""2025/10""	""10.965,00""	""13.267,65""	""13.267,65""	""0,00""
""VFA2504827""	""DE1600014""	""Provincie Utrecht""	""""	""Luide voertuigen""	""George Boersma""	""31-10-2025""	""2025/10""	""34.199,00""	""41.380,79""	""0,00""	""41.380,79""
""VFA2504826""	""DE1600068""	""AKRON""	""SCA250889 2x Horecasense basis-MAISON DE LA CREATION""	""2x Horecasense basis""	""Michelle Klijn""	""30-10-2025""	""2025/10""	""2.150,00""	""2.150,00""	""2.150,00""	""0,00""
""VFA2504825""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""10 x LV8 4-5""	""Ron Wittebol""	""30-10-2025""	""2025/10""	""5.380,50""	""6.510,41""	""6.510,41""	""0,00""
""VFA2504824""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""2 x LV8 4-5-""	""Ron Wittebol""	""30-10-2025""	""2025/10""	""1.076,10""	""1.302,08""	""1.302,08""	""0,00""
""VFA2504823""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""Periodieke kosten Vallei en Veluwe-> concept naar Ralph""	""Michelle Klijn""	""31-10-2025""	""2025/10""	""13.242,60""	""16.023,55""	""16.023,55""	""0,00""
""VFA2504822""	""DE2000251""	""THV RoTS""	""SCA240753 THV-RoTSverzamelSCA (p.kw.)""	""Periodieke kosten 4e kwartaal 2025-> versturen einde maand""	""""	""29-10-2025""	""2025/10""	""6.510,46""	""6.510,46""	""6.510,46""	""0,00""
""VFA2504821""	""DE2000252""	""Sweco Belgium BV""	""SCA240764 Sweco-Belgie_Verzamelcontract (p.kw.)""	""Periodieke kosten Q4-2025""	""""	""29-10-2025""	""2025/10""	""7.454,78""	""7.454,78""	""0,00""	""7.454,78""
""VFA2504820""	""DE2100269""	""Geofoxx B.V.""	""SCA250891 1 x LV8 10/10-project ‘Ploen Noord 20250632’""	""1 x LV8 10 m,eter kabellengte""	""Ron Wittebol""	""29-10-2025""	""2025/10""	""667,05""	""807,13""	""807,13""	""0,00""
""VFA2504819""	""DE2100269""	""Geofoxx B.V.""	""SCA250892 30 x LV8 4-5-project ‘De Blaak 20250881’ ink nr. 20250881""	""30 x LV8 4-5""	""Ron Wittebol""	""29-10-2025""	""2025/10""	""19.501,50""	""23.596,82""	""23.596,82""	""0,00""
""VFA2504818""	""DE2500381""	""JH De ZoeNK""	""SCA250846 1x NP8-JH De ZoeNK""	""1x website bestelling vervanging NP8""	""Michelle Klijn""	""29-10-2025""	""2025/10""	""699,00""	""699,00""	""699,00""	""0,00""
""VFA2504817""	""DE1800152""	""BOOT organiserend ingenieursburo B.V.""	""SCA230736 BOOT-Verzamelcontract- (p.kwartaal)""	""Vervanging LV5 mslv5i30291, mslv5i12377 en mslv5i12282; voor LV8""	""Ron Wittebol""	""29-10-2025""	""2025/10""	""1.558,70""	""1.886,03""	""1.886,03""	""0,00""
""VFA2504816""	""G0033""	""Gemeente Rotterdam""	""SCA240815 4x GD1-Maasboulevard""	""4x GD1-Maasboulevard-25% na afronding-> 9dec in behandeling""	""George Boersma""	""29-10-2025""	""2025/10""	""7.370,00""	""8.917,70""	""0,00""	""8.917,70""
""VFA2504815""	""DE1800152""	""BOOT organiserend ingenieursburo B.V.""	""SCA230736 BOOT-Verzamelcontract- (p.kwartaal)""	""Periodieke kosten 4e kwartaal 2025""	""Irene Barten""	""27-10-2025""	""2025/10""	""2.277,26""	""2.755,48""	""2.755,48""	""0,00""
""VFA2504814""	""DE1600023""	""RPS Advies- en Ingenieursbureau bv""	""SCA240755 LEASE Lekdijk 78 x LV8""	""Periodieke kosten 1/10-1/8/26""	""Omar Jarmohamed""	""01-10-2025""	""2025/10""	""9.212,76""	""11.147,44""	""11.147,44""	""0,00""
""VFA2504813""	""DE1600023""	""RPS Advies- en Ingenieursbureau bv""	""SCA240755 LEASE Lekdijk 78 x LV8""	""Periodieke kosten 1/10-1/10""	""Michelle Klijn""	""01-10-2025""	""2025/10""	""-11.055,00""	""-13.376,55""	""-13.376,55""	""0,00""
""VFA2504812""	""A0009""	""DMM Consultancy BV""	""""	""Certificeren, software nalopen upgraden""	""Ron Wittebol""	""24-10-2025""	""2025/10""	""1.605,00""	""1.942,05""	""1.942,05""	""0,00""
""VFA2504811""	""DE1600068""	""AKRON""	""SCA250887 1x Horecasense Expert-VRIJE UNIVERSITEIT BRUSSEL""	""1x Horecasense Expert""	""Michelle Klijn""	""24-10-2025""	""2025/10""	""1.695,00""	""1.695,00""	""1.695,00""	""0,00""
""VFA2504810""	""DE2500405""	""Buijtenhuis""	""SCA250890 2 x Waterspanningsmeter""	""2 x Waterspanningsmeter""	""Ron Wittebol""	""24-10-2025""	""2025/10""	""2.252,00""	""2.724,92""	""2.724,92""	""0,00""
""VFA2504809""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""""	""RMA-W13""	""""	""24-10-2025""	""2025/10""	""55,40""	""67,03""	""67,03""	""0,00""
""VFA2504808""	""G0035""	""Gemeente Emmen""	""SCA250882 1 x geluidduider incl. montage""	""1 x geluidduider incl. montage""	""Ron Wittebol""	""24-10-2025""	""2025/10""	""3.927,00""	""4.751,67""	""4.751,67""	""0,00""
""VFA2504807""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""4 x LV8 10 meter kabellengte""	""Ron Wittebol""	""24-10-2025""	""2025/10""	""2.220,20""	""2.686,44""	""2.686,44""	""0,00""
""VFA2504806""	""DE2200307""	""Socotec Geotechnics""	""SCA250830 SOCOTEC-Aanbesteding WRIJ-Projectnr: 24SP2864 38x""	""80x LV8 4L05 Aanbesteding WRIJ""	""Michelle Klijn""	""24-10-2025""	""2025/10""	""40.049,28""	""48.459,63""	""0,00""	""48.459,63""
""VFA2504805""	""DE2300336""	""WSP Nederland B.V""	""""	""1x vervangende LV8""	""Michelle Klijn""	""24-10-2025""	""2025/10""	""0,00""	""0,00""	""0,00""	""0,00""
""VFA2504804""	""DE2200307""	""Socotec Geotechnics""	""SCA230728 SOCOTEC-Verzamelcontract""	""diverse LV8 en pp meters""	""Ron Wittebol""	""24-10-2025""	""2025/10""	""8.689,75""	""10.514,60""	""0,00""	""10.514,60""
""VFA2504803""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""90x LV8 10L10 SMIJ-Vallei en Veluwe; NTL 40x""	""Hans Mulder""	""21-10-2025""	""2025/10""	""14.752,40""	""17.850,40""	""17.850,40""	""0,00""
""VFA2504802""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""6x LV8 diverse (extra lange) kabellengtes Vallei en Veluwe""	""Michelle Klijn""	""20-10-2025""	""2025/10""	""1.972,31""	""2.386,50""	""2.386,50""	""0,00""
""VFA2504801""	""DE2400376""	""Gemeente Haarlem""	""SCA240819 Aanbesteding Haarlem p.kw.""	""Aanbesteding Haarlem Q3-2025""	""""	""17-10-2025""	""2025/10""	""7.633,61""	""9.236,67""	""9.236,67""	""0,00""
""VFA2504800""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""12 x LV8 diverse kabellengtes""	""Ron Wittebol""	""17-10-2025""	""2025/10""	""6.732,00""	""8.145,72""	""8.145,72""	""0,00""
""VFA2504799""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""90x LV8 10L10 SMIJ-Vallei en Veluwe deellevering 50x""	""Hans Mulder""	""14-10-2025""	""2025/10""	""18.440,50""	""22.313,00""	""22.313,00""	""0,00""
""VFA2504798""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""26x LV8 10L10 20x Vallei en Veluwe 6x Vechtstromen""	""Michelle Klijn""	""14-10-2025""	""2025/10""	""9.334,26""	""11.294,45""	""11.294,45""	""0,00""
""VFA2504797""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA230735 WRIJ-Verzamelcontract-Projectmeetnetten(p.kw.)""	""Periodieke kosten 4e kwartaal 2025""	""Irene Barten""	""13-10-2025""	""2025/10""	""9.423,00""	""11.401,83""	""11.401,83""	""0,00""
""VFA2504796""	""DE1800176""	""Sweco Nederland B.V.""	""SCA230691 118x LV8 aanbesteding Zuidasdok (p.kw.)""	""Leasekosten 4e kwartaal 2025""	""""	""13-10-2025""	""2025/10""	""4.513,50""	""5.461,33""	""5.461,33""	""0,00""
""VFA2504795""	""A0005""	""RIVM""	""SCA230714 5x LV8 project Kennisimpuls Waterkwaliteit Nutriën""	""Periodieke kosten 12/10-12/10""	""""	""13-10-2025""	""2025/10""	""558,45""	""675,72""	""675,72""	""0,00""
""VFA2504794""	""H0100""	""Stage Entertainment Nederland Producties BV""	""SCA230717 2x NP2 & 2x NP8-Beatrix en Circustheater""	""periodieke kosten 1/10-1/10""	""""	""13-10-2025""	""2025/10""	""2.779,84""	""3.363,61""	""3.363,61""	""0,00""
""VFA2504793""	""DE1600057""	""Radion Amsterdam""	""SCA170161 2x NP8""	""Periodieke kosten 26/10-26/10""	""""	""13-10-2025""	""2025/10""	""429,32""	""519,48""	""519,48""	""0,00""
""VFA2504792""	""DE1600038""	""Omgevingsdienst Noordzeekanaalgebied (NZKG)""	""SCA170177 NZKG - 1x SPA""	""Periodieke kosten 19/10-19/10""	""Sander den Houdijker""	""13-10-2025""	""2025/10""	""1.736,63""	""2.101,32""	""2.101,32""	""0,00""
""VFA2504791""	""G0036""	""Omgevingsdienst Drenthe""	""SCA190364 2x NP2 RUD Drenthe""	""Periodieke kosten 19/10-19/10""	""""	""13-10-2025""	""2025/10""	""2.693,68""	""3.259,35""	""3.259,35""	""0,00""
""VFA2504790""	""DE1900222""	""NXD Solutions Ingenieursbureau Bouw, Industrie en Infra""	""SCA180288 NXD Solutions""	""Periodieke kosten 30/10-30/10""	""George Boersma""	""13-10-2025""	""2025/10""	""667,98""	""759,66""	""759,66""	""0,00""
""VFA2504789""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA240825 78761-project GWM Gelderland deel 1""	""3e kw achteraf-Gelderland""	""""	""13-10-2025""	""2025/10""	""13.069,30""	""15.813,85""	""15.813,85""	""0,00""
""VFA2504788""	""DE2100281""	""Air""	""SCA210523 2x Horecasense""	""Periodieke kosten 12 maanden""	""Irene Barten""	""13-10-2025""	""2025/10""	""501,90""	""607,30""	""607,30""	""0,00""
""VFA2504787""	""DE2200307""	""Socotec Geotechnics""	""SCA230685 Vlaardingen, Lease 106x projectnummer: 23ZP0456 (p""	""periodieke kosten aug-okt""	""Irene Barten""	""10-10-2025""	""2025/10""	""3.640,00""	""4.404,40""	""4.404,40""	""0,00""
""VFA2504786""	""DE2200307""	""Socotec Geotechnics""	""SCA230688 Zaanstad-Lease 5 jaar-298x LV8""	""Periodieke kosten 4e kwartaal 2025""	""Irene Barten""	""10-10-2025""	""2025/10""	""10.638,60""	""12.872,71""	""12.872,71""	""0,00""
""VFA2504785""	""DE2000248""	""Aarhus Vand Forsyning A/S""	""SCA200436 10x Watermeters""	""Periodieke kosten 27/10-27/10""	""""	""10-10-2025""	""2025/10""	""1.212,00""	""1.212,00""	""1.212,00""	""0,00""
""VFA2504784""	""DE1800176""	""Sweco Nederland B.V.""	""""	""Batterijen LV 5 7 en""	""Ron Wittebol""	""10-10-2025""	""2025/10""	""331,50""	""401,11""	""401,11""	""0,00""
""VFA2504783""	""DE1800176""	""Sweco Nederland B.V.""	""""	""10 x LV5 batterijen""	""Ron Wittebol""	""10-10-2025""	""2025/10""	""219,00""	""264,99""	""264,99""	""0,00""
""VFA2504782""	""DE2000239""	""RSK Group""	""SCA240757 RSK_Verzamelcontract""	""3 x LV8 4-5""	""Ron Wittebol""	""07-10-2025""	""2025/10""	""1.927,65""	""2.332,46""	""2.332,46""	""0,00""
""VFA2504781""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA220625 90x LV8 onderhandse aanbesteding West Betuwe (p.kw)""	""Periodieke kosten 4e kwartaal 2025""	""""	""10-10-2025""	""2025/10""	""3.110,25""	""3.763,40""	""3.763,40""	""0,00""
""VFA2504780""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA220603 Gouda project netwerken-Lease (IBL78422) p.kwartaa""	""Periodieke kosten 4e kwartaal 2025""	""""	""17-10-2025""	""2025/10""	""6.129,13""	""7.416,25""	""7.416,25""	""0,00""
""VFA2504779""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA230689 Lansingerland: 140x LV8-Lease (p.kw.)""	""Leasekosten Lansingerland 4e kwartaal 2025""	""""	""06-10-2025""	""2025/10""	""4.704,00""	""5.691,84""	""5.691,84""	""0,00""
""VFA2504778""	""DE1900202""	""Gemeente Vijfheerenlanden""	""SCA230698 121x LV8 Lease 3 jaar 2024-2026 (p.kwartaal)""	""21x LV8 Lease Q4-periodieke kosten""	""""	""06-10-2025""	""2025/10""	""6.019,75""	""7.283,90""	""7.283,90""	""0,00""
""VFA2504777""	""DE1700081""	""Gemeente 's-Hertogenbosch""	""SCA250883 2 x Geluidduider incl. installatie""	""2 x Geluidduider incl. installatie""	""Ron Wittebol""	""06-10-2025""	""2025/10""	""6.904,00""	""8.353,84""	""8.353,84""	""0,00""
""VFA2504776""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""portalkosten september 2025""	""Hans Mulder""	""30-09-2025""	""2025/09""	""46.040,39""	""55.708,87""	""55.708,87""	""0,00""
""VFA2504775""	""DE1600068""	""AKRON""	""SCA210460 AKRON GENT 10x SPC""	""Periodieke kosten Q3-2025 achteraf 30-09""	""George Boersma""	""30-09-2025""	""2025/09""	""1.237,50""	""1.237,50""	""1.237,50""	""0,00""
""VFA2504774""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240762 Wiertsema_Verzamelcontract (p.kw.)""	""Q3-periodieke kosten 2025""	""""	""30-09-2025""	""2025/09""	""-11.059,97""	""-13.382,56""	""-13.382,56""	""0,00""
""VFA2504773""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240762 Wiertsema_Verzamelcontract (p.kw.)""	""Q3-periodieke kosten 2025""	""""	""30-09-2025""	""2025/09""	""8.161,96""	""9.875,97""	""9.875,97""	""0,00""
""VFA2504772""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240762 Wiertsema_Verzamelcontract (p.kw.)""	""Q3-periodieke kosten 2025""	""""	""30-09-2025""	""2025/09""	""11.059,97""	""13.382,56""	""13.382,56""	""0,00""
""VFA2504771""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""50x LV8 10L10 SMIJ""	""Hans Mulder""	""30-09-2025""	""2025/09""	""18.440,50""	""22.313,00""	""22.313,00""	""0,00""
""VFA2504770""	""A0010""	""Peutz""	""""	""2 x huur SPC voor  1 maand""	""Ron Wittebol""	""30-09-2025""	""2025/09""	""2.979,00""	""3.604,59""	""3.604,59""	""0,00""
""VFA2504769""	""G0036""	""Omgevingsdienst Drenthe""	""""	""CH2""	""Jorgen Truijers""	""30-09-2025""	""2025/09""	""165,00""	""199,65""	""199,65""	""0,00""
""VFA2504768""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""10 X LV8 4-5""	""Ron Wittebol""	""30-09-2025""	""2025/09""	""5.380,50""	""6.510,41""	""6.510,41""	""0,00""
""VFA2504767""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""periodieke kosten HHNK 2/7/25-2/7/26""	""""	""29-09-2025""	""2025/09""	""6.315,59""	""7.641,86""	""7.641,86""	""0,00""
""VFA2504766""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""periodieke kosten HHNK""	""Michelle Klijn""	""29-09-2025""	""2025/09""	""12.205,42""	""14.768,56""	""14.768,56""	""0,00""
""VFA2504765""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240751 Kanaal Almelo - de Haandrik""	""14x LV8 4L05 Almelo-de Haandrik""	""Michelle Klijn""	""29-09-2025""	""2025/09""	""-8.910,79""	""-10.782,06""	""-10.782,06""	""0,00""
""VFA2504764""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""21x LV8 diverse kabellengtes-In bevestiging staat Almelo maar is dus HHNK!""	""Michelle Klijn""	""29-09-2025""	""2025/09""	""-385,21""	""-466,10""	""-466,10""	""0,00""
""VFA2504763""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""corr. periodieke kosten VSCA-HHNK Q3-24/ Q2- 25""	""""	""29-09-2025""	""2025/09""	""6.315,59""	""7.641,86""	""7.641,86""	""0,00""
""VFA2504762""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240762 Wiertsema_Verzamelcontract (p.kw.)""	""corr. periodieke kosten VSCA-HHNK Q3-24/ Q2- 25""	""""	""29-09-2025""	""2025/09""	""-7.052,50""	""-8.533,53""	""-8.533,53""	""0,00""
""VFA2504761""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""periodieke kosten 55x vanaf 2/7/2025""	""""	""14-07-2025""	""2025/07""	""-95,18""	""-115,17""	""-115,17""	""0,00""
""VFA2504760""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""5 x LV8 4-5- -> corr. HHNK prijzen ook corr.  1 x LM7 10-10?""	""Ron Wittebol""	""29-09-2025""	""2025/09""	""-971,00""	""-1.174,91""	""-1.174,91""	""0,00""
""VFA2504759""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""50 x LV8 4-5 en 9 x LV8 10-10 -> corr. HHNK prijzen""	""Ron Wittebol""	""29-09-2025""	""2025/09""	""-8.567,50""	""-10.366,68""	""-10.366,68""	""0,00""
""VFA2504758""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""15 x LV8 4-5-> corr. HHNK prijzen""	""Ron Wittebol""	""29-09-2025""	""2025/09""	""-2.172,00""	""-2.628,12""	""-2.628,12""	""0,00""
""VFA2504757""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240750 HHNK - aanbesteding""	""50 x LV8 4-5-> corr. HHNK prijzen""	""Ron Wittebol""	""29-09-2025""	""2025/09""	""-6.687,50""	""-8.091,88""	""-8.091,88""	""0,00""
