""Volgnr.""	""Icon (on)vergrendeld""	""Crediteur""	""Project""	""Bron verkoop""	""Icon product""	""Lev. bestelcode (SKU)""	""Productomschrijving""	""Aantal""	""Prijs net. ink. (p.e.)""	""Tot. ink. ex. BTW (CC)""
""IOA1800035""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Lantaarnpaal kabel 7 meter met con x connector female aan 1 zijde. + ader met rood krimpje uitvoeren. Stekker is aangeleverd bij SBR""	""100,0""	""7,43""	""743,00""
""IOA1800034""	""""	""Spaarnewerkt""	""""	""SLA180006""	""""	""LV5; Huba 712.99016; 0,8-1,4 bar; 5m cable""	""Assemblage van LV5 met Huba 712.99016""	""200,0""	""5,50""	""1.100,00""
""IOA1800033""	""""	""Spaarnewerkt""	""""	""SLA180006""	""""	""LV5; Huba 713.99001; 0,8-1,4 bar; 5m cable""	""Assemblage van LV5 met Huba 713.99001""	""25,0""	""5,50""	""137,50""
""IOA1800031""	""""	""VTM IoT (M2M Services BV)""	""""	""""	""""	""ZZZ-SIM-ROAMING-1MB""	""SIM Roaming 1MB""	""350,0""	""5,00""	""1.750,00""
""IOA1800030""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Werkzaamhede boren van 3 gaatjes zoals aangegeven in aangeleverde tekening plaatsen van PCB en aanbrengen van serie nummer op achterzijde device""	""45,0""	""0,00""	""0,00""
""IOA1800029""	""""	""Huba Control""	""""	""""	""""	""713.99001""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""25,0""	""102,20""	""2.555,00""
""IOA1800029""	""""	""Huba Control""	""""	""""	""""	""712.99016""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""225,0""	""93,25""	""20.981,25""
""IOA1800028""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""MSCS4A""	""Model CS4, binnenklimaatmeter voor temperatuur, luchtvochtigheid en CO2, eenmalig""	""36,0""	""3,84""	""138,24""
""IOA1800027""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""1m kabel met CONXALL 16282-2SG-311 CONNECTOR, CIRCULAR""	""40,0""	""9,85""	""394,00""
""IOA1800026""	""""	""A1 Electronics""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Met spoed leveren Multisensorboard v3-4-6 met audio levering asap.

Graag info betreft leverings indicatie""	""100,0""	""0,00""	""0,00""
""IOA1800025""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren solar panels 6 watt Panel voorzien van bevestigingsplaat en dc aansluiting voor doorlus kabel.""	""10,0""	""5,24""	""52,40""
""IOA1800024""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""50x    HUBA712  ader wit, groen en bruin voorzien van krimpcontacten.  (WTB)""	""50,0""	""1,56""	""78,00""
""IOA1800023""	""""	""SBR Elektromontage B.V.""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assemblage CS1 zonder venster: Werkzaamheden monteren Zigbee module CS1 en monteren bijgelevede DC voeding verpakken per unit in bijgeleverde witte doosjes. Serienummer op buitenzijde doosje noteren""	""45,0""	""7,58""	""341,10""
""IOA1800022""	""""	""Spaarnewerkt""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""LV5 10/10 H713 std  standaard assemblage""	""30,0""	""0,00""	""0,00""
""IOA1800022""	""""	""Spaarnewerkt""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""LV5 4/10 H712 std  standaard assemblage""	""15,0""	""0,00""	""0,00""
""IOA1800022""	""""	""Spaarnewerkt""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""LV5 10/10 H713 art : met extra schroefdop aan kabel voor op peilbuis.""	""20,0""	""0,00""	""0,00""
""IOA1800021""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""713.99000""	""100x    HUBA713  ader wit, groen en bruin voorzien van krimpcontacten.

De kabels zijn 16cm gestript en nog niet voorzien van krimpcontacten. 

krimpcontacten zijn in uw bezit""	""100,0""	""0,00""	""0,00""
""IOA1800020""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren van outdoor voedingskabel met lengte van 7mtr voorzien van Micro-Con-X input stekker +ader voorzien van rode krimpkous""	""100,0""	""0,00""	""0,00""
""IOA1800019""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren CS1 (ESENSE FAI Light)  Modbus  en Voedingsadapter monteren""	""46,0""	""0,00""	""0,00""
""IOA1800019""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Assembleren CS4 (tSense Disp Y RH RL) Modbus monteren en voeding adapter monteren""	""6,0""	""0,00""	""0,00""
""IOA1800017""	""""	""GDK plastics""	""""	""""	""""	""100.990070003""	""Watermeterdop LV4,5 laag""	""1.500,0""	""0,60""	""900,00""
""IOA1800017""	""""	""GDK plastics""	""""	""""	""""	""100.990070001""	""Watermeterhuis LV4,5 kort""	""1.500,0""	""1,30""	""1.950,00""
""IOA1800016""	""""	""Eriks BV""	""""	""""	""""	""10500100""	""Ring RX EPDM 49x49x5""	""1.600,0""	""0,00""	""0,00""
""IOA1800015""	""""	""Würth Elektronik Nederland BV""	""""	""""	""""	""619 003 116 21""	""ConWTB_2.54mm_F. Term. Housing""	""700,0""	""0,00""	""0,00""
""IOA1800014""	""""	""VTM IoT (M2M Services BV)""	""""	""""	""""	""ZZZ-SIM-ROAMING-1MB""	""SIM Roaming 1MB""	""350,0""	""5,00""	""1.750,00""
""IOA1800013""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""MSZGDA""	""Model ZGD, INSIGHTNOW ZigBee gateway, ethernet, voor binnengebruik, voor kleine ZigBee netwerken, eenmalig""	""700,0""	""40,00""	""28.000,00""
""IOA1800012""	""""	""A1 Electronics""	""""	""""	""""	""PCB-WATER2V3""	""Water PCB version 2V4V2 assembled""	""700,0""	""50,00""	""35.000,00""
""IOA1800011""	""""	""General Electronics Batter Ltd""	""""	""""	""""	""ER3416M with Wires, connector""	""3.6V, 14Ah, wire length: 8cm, AWG22, connector: MC34481, 2 pin, 2.54mm(P1-black. P2-red)""	""1.000,0""	""5,60""	""5.035,02""
""IOA1800010""	""""	""Huba Control""	""""	""""	""""	""712.8110x2210""	""digital+temp (3 bytes), 10m kabel, 0,8 - 1,4 bara, speciale konfectie""	""50,0""	""105,25""	""5.262,50""
""IOA1800010""	""""	""Huba Control""	""""	""""	""""	""712.8110x1210""	""digital+temp (3 bytes), 5m kabel, 0,8 - 1,4 bara, speciale konfectie""	""300,0""	""93,25""	""27.975,00""
""IOA1800010""	""""	""Huba Control""	""""	""""	""""	""713.8120304110""	""digital+temp (3 bytes), 10m kabel, 0,8 - 2,0 bara, speciale konfectie""	""100,0""	""114,20""	""11.420,00""
""IOA1800009""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Aan derden uitbesteed werk""	""26,0""	""14,83""	""385,58""
""IOA1800008""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""MSZGIA""	""Model ZGI, INSIGHTNOW ZigBee gateway, ethernet, voor binnengebruik, voor grote ZigBee netwerken, eenmalig""	""9,0""	""4,18""	""37,62""
""IOA1800008""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""MSZGIA-4G""	""Model ZGI, INSIGHTNOW ZigBee gateway, ethernet en 4G, voor binnengebruik, voor grote ZigBee netwerken, eenmalig""	""66,0""	""4,18""	""275,88""
""IOA1800007""	""""	""Rijnvicus BV (voorheen SWA)""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Aan derden uitbesteed werk""	""200,0""	""1,56""	""312,00""
""IOA1800006""	""""	""De Rijnstreek""	""""	""""	""""	""XXX-WRK-THIRDPARTY""	""Aan derden uitbesteed werk""	""75,0""	""5,75""	""431,25""
""IOA1800005""	""""	""Huba Control""	""""	""""	""""	""ZZZ-SNS-WATER""	""Commitment including extra payment for cable confection""	""700,0""	""0,00""	""0,00""
""IOA1800005""	""""	""Huba Control""	""""	""""	""""	""712.9906""	""Huba 712 Digital sensor with 800-1400 mbar range, 5 meter cable""	""200,0""	""89,50""	""17.900,00""
""IOA1700004""	""""	""AquaLabo""	""""	""""	""""	""ZZZ-SNS-WATER""	""OPTOD, stainless steel, 3 meter cable, bare wire""	""1,0""	""735,00""	""551,25""
""IOA1700004""	""""	""AquaLabo""	""""	""""	""""	""ZZZ-SNS-WATER""	""C4E Sensor, 3 meter cable, bare wire""	""1,0""	""570,00""	""427,50""
""IOA1700004""	""""	""AquaLabo""	""""	""""	""""	""ZZZ-SNS-WATER""	""pH cartridge (REF PF-CAP-C-00155)""	""1,0""	""227,00""	""170,25""
""IOA1700004""	""""	""AquaLabo""	""""	""""	""""	""ZZZ-SNS-WATER""	""pH-ORP Sensor (including cartridge), 3 meter cable, bare wire""	""1,0""	""479,00""	""359,25""
""IOA1700004""	""""	""AquaLabo""	""""	""""	""""	""ZZZ-SNS-WATER""	""NTU sensor, 3 meter cable,  bare wire""	""1,0""	""1.244,00""	""933,00""
""IOA1700003""	""""	""Wellshow""	""""	""""	""""	""BH190WS130814-05""	""Ipex to 1.13(GR) to RP SMA(F) st. bh., L=150mm (end to end)""	""250,0""	""0,00""	""0,00""
""IOA1700003""	""""	""Wellshow""	""""	""""	""""	""AR003WSG0801N""	""Antenna, SMA, GSM, Swivel, Black""	""300,0""	""0,00""	""0,00""
""IOA1700002""	""""	""General Electronics Batter Ltd""	""""	""""	""""	""4S6P14.8V20400mAh.NCR18650B""	""4S6P 14.8V 20400mAh Li-ion Battery pack with 3 wires (red, black and blue NTC) - Panasonic NCR18650B 3.7V/3400mAh""	""50,0""	""113,80""	""5.177,90""
